Mulberry St	Konigsbächer;Blanche De Namur;Delirium Tremens			Lundi-Dimanche 00h00-02h00,16h00-00h00		"{""addr:housenumber"": ""20"", ""internet_access"": ""no"", ""happy_hours"": ""Mo-Su 16:00-21:00"", ""addr:street"": ""Rue de la Huchette""}"
Brewdog	yes	https://www.brewdog.com/bars/global/brewdog-lemarais		Lundi-Mercredi, Dimanche 12h00-00h00; Jeudi-Samedi 12h00-02h00	75003	"{""addr:housenumber"": ""1"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Paris"", ""addr:street"": ""Place de Thorigny""}"
Le Dumas	affligem;kronenbourg;1664					"{""source"": ""survey"", ""internet_access"": ""wlan""}"
Dr. Feelgood	chimay;pelforth;heineken	http://www.drfeelgoodrockbar.fr/	+33 9 82 21 07 08	Lundi-Samedi 17h00-02h00	75011	"{""addr:housenumber"": ""34"", ""internet_access"": ""no"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Keller""}"
Le Rivolux	tripel_karmeliet;Kwak;Cuvée des trolls;Delirium;Queue de Charrue;La Bête;Brooklyn;Belle Blonde					
Le Bouillon St Stef	Barbãr;Copères;Delirium Tremens;Grolsch;St. Stefanus	http://www.lebouillonststef.com	33143154792	Lundi-Dimanche 17h00-02h00	75020	"{""addr:housenumber"": ""96"", ""source"": ""survey"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""addr:country"": ""FR"", ""addr:street"": ""Rue de M\u00e9nilmontant""}"
The Cork and Cavan	Guinness;Kilkenny;Asahi		+331 42 08 11 15	Lundi-Vendredi 15h00-02h00; Samedi-Dimanche 13h00-02h00	75010	"{""addr:housenumber"": ""70"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Quai de Jemmapes""}"
Le Saint-Georges	1664;Grimbergen;Kronenbourg					"{""shop"": ""tobacco"", ""smoking"": ""no""}"
La fine Mousse	deuchars	http://lafinemousse.fr			75011	"{""addr:housenumber"": ""6"", ""addr:city"": ""Paris"", ""addr:street"": ""Avenue Jean Aicard""}"
Shywawa	stella artois;Guinness					"{""internet_access"": ""yes""}"
Irish Corner	Guinness;mort subite;Murphy's Irish Red;Kriek;Maes;Ciney	http://www.irishpubnation.fr		Lundi-Dimanche 11h00-00h00	75012	"{""addr:housenumber"": ""26"", ""cuisine"": ""burger;pizza"", ""happy_hours"": ""Mo-Su 17:00-20:00"", ""smoking"": ""outside"", ""addr:street"": ""Place de la Nation""}"
Hide Out	Guinness;saint Omer;tripel Karmeliet					"{""addr:housenumber"": ""46"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:city"": ""Paris"", ""addr:country"": ""FR"", ""addr:street"": ""Rue des Lombards""}"
Royal au bar	yes				75008	"{""addr:housenumber"": ""29"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue de l'Arcade""}"
L'Express	Akerbeltz ambrée				75001	"{""addr:housenumber"": ""79"", ""cuisine"": ""french"", ""addr:city"": ""Paris"", ""internet_access"": ""no"", ""addr:country"": ""FR"", ""addr:street"": ""Rue Saint-Honor\u00e9""}"
Le Sully	chouffe					"{""smoking"": ""outside""}"
L'Autobus	Belzébuth;Goudale;Goudale Ambrée;Saint-Omer		33147006433		75011	"{""addr:housenumber"": ""1"", ""addr:street"": ""Rue Oberkampf"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
L'Olivier	Kronenbourg;Guinness;Heineken;Affligem			Lundi-Samedi 10h00-23h00		"{""internet_access"": ""yes""}"
Chez Michel	chouffe;leffe;tripel_karmeliet;guinness;chimay					
Patrick’s Ballon Vert	Guinness					
Rosemary Gastropub	Heineken	http://www.rosemarygastropub.com/	+33 1 42 78 09 71		75004	"{""addr:housenumber"": ""4"", ""cuisine"": ""french"", ""note"": ""Remplace le restaurant La Canaille, ferm\u00e9"", ""addr:city"": ""Paris"", ""operator"": ""Beavertown & Rosemary food pairing"", ""addr:street"": ""Rue Crillon"", ""internet_access"": ""no""}"
Le Maximilien	Tripel Karmeliet;Chouffe;Hoegaarden;Guinness;Heineken					"{""internet_access"": ""yes""}"
Ni 1 Ni 2	yes				75006	"{""addr:housenumber"": ""12"", ""building"": ""yes"", ""addr:city"": ""Paris"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""outdoor_seating"": ""no"", ""addr:street"": ""Rue Dauphine""}"
Margen's Pub	Kronenbourg;Grimbergen;Grimbergen blanche;Carlsberg;Guinness					
Le Pantalon	Guinness;Delirium Tremens;Chouffe;Tripel Karmeliet			Lundi-Dimanche 17h30-02h00	75005	"{""addr:housenumber"": ""7"", ""contact:postcode"": ""75005"", ""addr:city"": ""Paris"", ""contact:housenumber"": ""7"", ""contact:street"": ""Rue Royer-Collard"", ""contact:city"": ""Paris"", ""happy_hours"": ""Mo-Su 17:30-19:30"", ""addr:street"": ""Rue Royer-Collard""}"
Le Rugby	Saint Omer					
Le Requin Chagrin	Guinness;Tripel Karmeliet;Kronenbourg;Chouffe					
Au Trappiste	chimay	http://autrappiste.fr	+33 1 42 33 08 50	Lundi-Dimanche 08h00-02h00		"{""cuisine"": ""french"", ""internet_access"": ""wlan""}"
Brussel beer project Canal	yes					"{""outdoor_seating"": ""yes"", ""start_date"": ""2019-03-29"", ""short_name"": ""BBP"", ""old_name"": ""Caf\u00e9 Clochette""}"
La Marine	Guinness;1664;Pilsner Licher;Edelweiss blanche;Angelus;Bud;Calsberg;Chouffe;La Cuvée des Trolls;Chimay blonde					"{""source"": ""survey"", ""internet_access"": ""yes""}"
Le Triangle	India Dark Sour;Kout 10;Home;Rodenbach;XX Bitter;Citra Galactique;All Bretts Are Off;Beergeek Breakfast	http://triangleparis.com/	+33 1 71 39 58 02	Mardi-Mercredi 17h00-23h00; Samedi 12h00-14h00, 17h00-23h00	75010	"{""addr:housenumber"": ""13"", ""cuisine"": ""pizza"", ""microbrewery"": ""yes"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Jacques Louvel-Tessier""}"
Bistro de la Banque	Leffe;La Chouffe;Tripel Karmeliet;Hoegaarden;Stella Artois		+33 1 47 70 51 40	Lundi-Samedi 07h00-24h00; Dimanche 08h00-24h00		"{""note"": ""Breakfast & lunch & dinner"", ""contact:mobile"": ""+33 7 81 80 84 76"", ""survey"": ""2019"", ""email"": ""bistromaurice@icloud.com"", ""internet_access"": ""yes""}"
Wos Bar	Kronenbourg;1664 Blanche;Carlsberg;Kilkenny;Guinness		+33 1 43 54 30 48			
The Frog Revolution	Inseine;Maison Blanche;Ginger Twist;Dark de Triomphe	https://www.frogpubs.com/fr/pub-revolution.php	+33 1 42 74 34 41			"{""operator"": ""FrogPubs"", ""microbrewery"": ""yes"", ""internet_access"": ""yes""}"
Le Château d'Eau	chouffe					
Le Bar des Halles	Guinness;Kronenbourg;1664;Grimbergen;Carlsberg					"{""addr:housenumber"": ""71"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""addr:street"": ""Rue Saint-Honor\u00e9""}"
Lêche vin	Saint-Omer		33143559891	18h00-02h00		"{""addr:housenumber"": ""13"", ""internet_access"": ""no"", ""addr:street"": ""Rue Daval""}"
Hoppy Corner	yes;various	http://hoppycorner.com/	+33 9 83 06 90 39	Lundi, Mardi 17h00-00h00; Mercredi-Vendredi 17h00-02h00; Samedi 14h00-02h00	75002	"{""addr:housenumber"": ""34"", ""description"": ""bar \u00e0 bi\u00e8res tapas"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue des Petits Carreaux""}"
L'Escargot	leffe					
Le Bar à Mine	Guinness;Goudale;Saint Landelin;Saint-omer;Belzébuth					"{""note"": ""baby foot, ping pong"", ""happy_hours"": ""Mo-Sa 17:00-21:00"", ""old_name"": ""La crosse"", ""sport"": ""ping_pong"", ""leisure"": ""table_tennis_table""}"
The Frog & British Library	Parislytic;Hopster;Pearl;White Rhubarb	https://www.frogpubs.com/fr/pub-british-library-paris.php	+33 1 45 84 34 26	Dimanche-Mercredi 08h00-01h00, Jeudi-Samedi 08h00-02h00	75013	"{""addr:housenumber"": ""114"", ""toilets"": ""yes"", ""microbrewery"": ""yes"", ""diet:vegetarian"": ""yes"", ""addr:city"": ""Paris"", ""outdoor_seating"": ""yes"", ""toilets:access"": ""customers"", ""terrace"": ""yes"", ""changing_table"": ""yes"", ""operator"": ""FrogPubs"", ""toilets:position"": ""seated;urinal"", ""addr:street"": ""Avenue de France"", ""happy_hours"": ""Mo-Fr 17:30-20:00""}"
Chouff'bar	Chouffe				75005	"{""addr:housenumber"": ""16"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""addr:country"": ""FR"", ""addr:street"": ""Rue du Pot de Fer""}"
The Frog & Underground	affligem;amstel;heineken;Edelweiss;Fisher Ambrée	https://www.frogpubs.com/fr/pub-the-frog-underground-paris-13.php	+33 1 44820472			"{""internet_access:fee"": ""no"", ""microbrewery"": ""yes"", ""happy_hours"": ""Mo-Sa 15:00-20:00"", ""internet_access"": ""wlan""}"
Galway Irish Pub	Guinness		+33 1 43 29 64 50		75006	"{""smoking"": ""no"", ""addr:city"": ""Paris"", ""internet_access"": ""yes""}"
Le bouillon belge	Chimay triple;Barbãr;Barbãr Bok;Petrus ambrée;Petrus			Lundi-Samedi 17h00-02h00; Dimanche 17h00-00h00		"{""addr:housenumber"": ""6"", ""payment:cash"": ""yes"", ""payment:debit_cards"": ""yes"", ""addr:street"": ""Rue Planchat"", ""payment:credit_cards"": ""yes""}"
The Auld Alliance	eidelweiss;Kith and Kin;Caledonian;Pelforth;Strongbow;Heineken	http://www.theauldalliance.com/	+33 1 48 04 30 40	Lundi-Vendredi 15h00-02h00; Samedi-Dimanche 12h00-02h00		"{""email"": ""newauldalliance@orange.fr""}"
Little Temple Bar	Delirium Tremens;Pelforth;Kilkenny					"{""cuisine"": ""irish""}"
Guinness tavern	Guinness					
Corcoran's	Carlsberg;Grimbergen;Guinness;Heineken;Newcastle brown	http://www.corcorans.fr/	+33 1 40 39 00 16			"{""email"": ""contact@corcorans.fr""}"
La lucha libre	chouffe;Brooklyn lager					
Académie de la Bière	Barbãr Bok;Queue De Charrue;Faro;Cuvée Des Trolls	https://www.academie-biere.com/	+33 1 43 54 66 65	Dimanche-Jeudi 11h30-02h00; Vendredi-Samedi 11h30-03h00	75014	"{""addr:housenumber"": ""88 Bis"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre;mise \u00e0 jour : 2010"", ""addr:city"": ""Paris"", ""addr:country"": ""FR"", ""addr:street"": ""Boulevard de Port-Royal""}"
Le café gourmand	yes				75013	"{""addr:housenumber"": ""192"", ""source"": ""local knowledge"", ""addr:city"": ""Paris"", ""food"": ""yes"", ""smoking"": ""outside"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Avenue de France""}"
Le Biscornu Opéra	affligem;heineken;Edelweiss;Desperados	https://lebiscornuopera.fr/	33971384275	Lundi-Samedi 18h00-05h00	75002	"{""addr:housenumber"": ""4"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Daunou"", ""happy_hours"": ""Mo-Sa 18:00-21:30"", ""internet_access"": ""no""}"
Brewberry	brewdog;various	http://www.brewberry.fr		Mardi-Samedi 15h00-23h00, Dimanche 15h00-21h00	75005	"{""addr:housenumber"": ""18"", ""shop"": ""beverages"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue du Pot de Fer""}"
Ty jos	Leffe;Leffe Ruby	http://restaurant-tijos.com/		Mardi-Vendredi 11h30-15h30,18h30-23h00; Samedi 11h30-16h00,18h30-23h00; Dimanche,Lundi off		"{""note"": ""Pub breton, cr\u00eaperie. Musique \u00e0 la cave jeudi, vendredi ..."", ""cuisine"": ""french"", ""emergency"": ""defibrillator""}"
Epsilon	chouffe;Guinness;Heineken					"{""outdoor_seating"": ""yes""}"
Le Mayflower	Chimay;Chouffe;Delirium Tremens;Kwak;Leffe;Maredsous;Tripel Karmeliet		33156242721	Lundi-Dimanche 16h30-01h50	75005	"{""addr:housenumber"": ""49"", ""addr:city"": ""Paris"", ""addr:country"": ""FR"", ""happy_hours"": ""Mo-Su 16:00-21:30"", ""addr:street"": ""Rue Descartes""}"
Bar & Beer	licorne;barbar;Chouffe;Alabama;Triple Dewen;smash		+33 1 42 62 97 74	Lundi-Dimanche 16h00-02h00	75020	"{""addr:housenumber"": ""46"", ""addr:street"": ""Boulevard de M\u00e9nilmontant""}"
Les Fontaines	Chouffe;1664;Grolsch;Leffe;Hoegaarden;Carlsberg Elephant		+33 9 83 33 95 05	Lundi-Dimanche 10h30-02h00		"{""contact:city"": ""Paris"", ""contact:street"": ""Rue Brisemiche"", ""contact:housenumber"": ""12"", ""smoking"": ""outside"", ""contact:postcode"": ""75004""}"
Hide out Station	Guinness;Saint-Omer;Kilkenny					"{""outdoor_seating"": ""yes"", ""atm"": ""no"", ""happy_hours"": ""Mo-Sa 18:00-22:00"", ""takeaway"": ""no"", ""food"": ""yes"", ""smoking"": ""outside"", ""contact:phone"": ""+33 1 48 78 06 98"", ""internet_access"": ""wlan""}"
Bon Esprit	Poretti;Hop House 13;Blanche De Bruxelles;Brooklyn Naranjito;Punk Ipa;Chimay Triple;Big Job;Stone Go To Ipa;Sorachi Ace;Citra Galactique				75003	"{""addr:housenumber"": ""310"", ""cuisine"": ""tapas"", ""happy_hours"": ""Mo-Fr 17:00-21:00"", ""addr:street"": ""Rue Saint-Martin""}"
La Patache	Affligem					"{""source"": ""survey 12/2018"", ""level"": ""0"", ""internet_access"": ""no""}"
La Paroisse	Maredsous;kloster;kwak;Agent Provocateur;Psychedelia			Lundi-Samedi 17h00-02h00	75010	"{""addr:housenumber"": ""12"", ""smoking"": ""no"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue de Paradis""}"
Black Mad Crawler	Tripel Karmeliet				75011	"{""smoking"": ""outside"", ""addr:city"": ""Paris"", ""addr:street"": ""Boulevard Richard Lenoir""}"
Le Havane	Guinness;Duvel			Lundi-Dimanche 07h00-22h30+		"{""food"": ""yes"", ""outdoor_seating"": ""yes""}"
La Mécanique des Fluides	Brooklyn Lager;Kronenbourg Tigre Bock				75010	"{""addr:street"": ""Rue de l'\u00c9chiquier"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
Osmoz Café	Chouffe;Desperados;Guinness;Heineken;Hoegaarden;Leffe;Stella Artois;Superbock;Tripel Karmeliet				75014	"{""addr:housenumber"": ""33"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre;mise \u00e0 jour : 2011"", ""addr:city"": ""Paris"", ""musical_instrument"": ""piano"", ""smoking"": ""no"", ""addr:street"": ""Rue de l'Ouest"", ""addr:country"": ""FR"", ""internet_access"": ""yes""}"
James Hetfeeld’s	Carlsberg;Chouffe;Cuvée des Trolls;Guinness;Heineken;La Bête;Leffe;Tripel Karmeliet;Warsteiner			Lundi-Dimanche 09h00-02h00		"{""contact:phone"": ""+33 1 44 82 06 79"", ""contact:email"": ""contact.hetfeeld@gmail.com""}"
La Caravane	Jeanlain Six	http://www.lacaravane.eu/	+33 1 49 23 01 86	Lundi-Dimanche 11h00-2:00		
Le Troll	Cuvée des Trolls;Lupulus;Chouffe;Barbãr Bok;Chimay			Lundi-Vendredi 17h00-02h00; Samedi 13h00-02h00; Dimanche 17h00-02h00	75012	"{""addr:housenumber"": ""27"", ""note"": ""Changing beer on the tap, 160 bottle beers"", ""addr:city"": ""Paris"", ""alt_name"": ""Le Troll Caf\u00e9"", ""speciality"": ""Bi\u00e8res artisanales"", ""addr:street"": ""Rue de Cotte"", ""internet_access"": ""no""}"
Le Petit Châtelet	leffe					"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
Les Tonneaux Parisiens	tripel karmeliet;grolsh;stella					"{""name:fr"": ""Les Tonneaux Parisiens""}"
Taverne de la Butte	Affligem;Carlsberg;Chouffe;Edelweiss;Guinness;Heineken;Pelforth				75013	"{""addr:street"": ""Rue de la Butte aux Cailles"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
Sunset	guinness					
Le Bistrot des Artistes	Blondinette					
Le Bréguet	Guinness;licorne;licorne ambrée;floreffe				75015	"{""addr:housenumber"": ""72"", ""addr:street"": ""Rue Falgui\u00e8re"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
Hall's Beer Tavern	chouffe					"{""note:fr"": ""Pub Restaurant, Bar \u00e0 Bi\u00e8res"", ""source"": ""survey 2013"", ""internet_access"": ""wlan""}"
Thirsty Mad Cat	chouffe;guinness					"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""outdoor_seating"": ""yes""}"
Le Point Ephémère	Grolsch	https://www.pointephemere.org/	+33 1 40 34 02 48	Lundi-Samedi 12h00-02h00, Dimanche 14h00-00h00	75010	"{""addr:housenumber"": ""200"", ""internet_access"": ""no"", ""addr:city"": ""Paris"", ""addr:street"": ""Quai de Valmy""}"
Corcoran's Ranga	Greene King;Guinness;Heineken					"{""source"": ""survey""}"
Rush bar	Augustiner					
Fauve Paris L'abreuvoir	Leffe	http://www.fauveparis.com/labreuvoir		Mardi-Samedi 13h00-00h00		
Au Fût et à Mesure	Maredsous;Vedett	http://www.aufutetamesure.fr/	+33 7 87 06 19 98	Lundi-Dimanche 17h00-02h00		"{""operator"": ""Ducatel Laurent"", ""smoking"": ""outside"", ""source"": ""local_knowledge""}"
Le Falstaff	Blanche de Bruxelles;Carlsberg;Carolus d'or;Chouffe;Cuvée des Trolls;Guinness;John Martin's;Leffe Royale;Lindemans Framboise;Magner's;Maredsous;Pilsner Urquell;Trappe Triple;Kilkenny;Tripel Karmeliet		+33 1 43 35 38 29	Dimanche-Jeudi 08h30-04h00; Vendredi-Samedi 08h30-05h00	75014	"{""addr:housenumber"": ""42"", ""addr:city"": ""Paris"", ""smoking"": ""outside"", ""addr:country"": ""FR"", ""addr:street"": ""Rue du Montparnasse""}"
Bastille bar	Stella Artois;Leffe;Hoegaarden;			Lundi-Dimanche 08h00-02h00	75012	"{""addr:housenumber"": ""14"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue de la Roquette"", ""internet_access"": ""no""}"
Lounge Paradise	Leffe					"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010""}"
Le Vieux Chêne	Tripel Karmeliet;Delirium;Chouffe					"{""smoking"": ""outside""}"
La Fût Gueuze	leffe;faro;Barbãr Bok;Queue De Charrue Ambrée					"{""addr:housenumber"": ""24"", ""internet_access"": ""no"", ""addr:street"": ""Rue Dum\u00e9ril""}"
Les Caves Alliées	leffe	http://lescavesalliees.fr/	+33 6 16 77 55 69	Mardi-Jeudi,PH 17h00-01h00; Vendredi,PH 16h00-01h00; Samedi,PH 14h00-01h00		"{""addr:housenumber"": ""44"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""internet_access"": ""wlan"", ""addr:street"": ""Rue Gr\u00e9goire de Tours""}"
O'Brien's	guinness;affligem;Wel Scotch	http://www.obriens-pub.com/	33145517587	Lundi-Dimanche 17h00-2:00		"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2010"", ""contact:street"": ""Rue Saint-Dominique"", ""contact:housenumber"": ""77"", ""internet_access"": ""wlan""}"
Le Melocoton	Guinness;Grimbergen;IPA;Picon				75005	"{""addr:housenumber"": ""10"", ""addr:street"": ""Rue Descartes"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
Au train de vie	heineken;pelforth;affligem;Saint-Omer				75010	"{""addr:housenumber"": ""1"", ""source"": ""survey 11/2017"", ""addr:city"": ""Paris"", ""level"": ""0"", ""addr:street"": ""Rue des Deux Gares""}"
Sputnik	Blanche des neige;Delirium Tremens;Tripel Karmeliet		33951716353	Lundi-Samedi 17h00-02h00, Dimanche 16h00-24h00	75013	"{""addr:housenumber"": ""14"", ""addr:street"": ""rue Butte aux Cailles"", ""addr:city"": ""Paris"", ""addr:country"": ""FR""}"
Mad Maker	guinness;leffe					
La Bodega	Guinness;IPA;Grimbergen;Picon				75005	"{""addr:housenumber"": ""12"", ""internet_access"": ""yes"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Descartes""}"
